State / County / Place,Total Population,"White alone, Not Hispanic",White Alone Percent of Total,"Black or African American alone, Not Hispanic",Black Alone Percent of Total,"American Indian and Alaska Native alone, Not Hispanic",AIAN Percent of Total,"Asian alone, Not Hispanic",Asian Percent of Total,"Native Hawaiian and Other Pacific Islander alone, Not Hispanic",NHOPI Percent of Total,"Some other race alone, Not Hispanic",Other Percent of Total,"Two or more races, Not Hispanic",Two Plus Percent of Total,Hispanic/ Latino (2),Hispanic Percent of Total,Summary level,State,County,Census Tract,,,,
Census Tract 124.06,"1,936",501,25.9%,175,9.0%,5,0.3%,619,32.0%,19,1.0%,12,0.6%,85,4.4%,520,26.9%,140,06,075,012406,,,,
Census Tract 125.02,"4,482",883,19.7%,677,15.1%,51,1.1%,"1,757",39.2%,18,0.4%,36,0.8%,158,3.5%,902,20.1%,140,06,075,012502,,,,
Census Tract 125.03,"4,260","1,154",27.1%,614,14.4%,20,0.5%,"1,137",26.7%,20,0.5%,28,0.7%,235,5.5%,"1,052",24.7%,140,06,075,012503,,,,
Census Tract 125.04,"2,277",805,35.4%,477,20.9%,56,2.5%,404,17.7%,21,0.9%,17,0.7%,78,3.4%,419,18.4%,140,06,075,012504,,,,
Census Tract 126.01,"2,577","1,921",74.5%,20,0.8%,2,0.1%,248,9.6%,3,0.1%,23,0.9%,126,4.9%,234,9.1%,140,06,075,012601,,,,
Census Tract 126.02,"3,058","2,306",75.4%,25,0.8%,2,0.1%,301,9.8%,3,0.1%,18,0.6%,160,5.2%,243,7.9%,140,06,075,012602,,,,
Census Tract 127,"3,769","2,871",76.2%,17,0.5%,6,0.2%,377,10.0%,0,0.0%,21,0.6%,208,5.5%,269,7.1%,140,06,075,012700,,,,
Census Tract 128.01,"2,742","2,023",73.8%,36,1.3%,7,0.3%,263,9.6%,7,0.3%,26,0.9%,158,5.8%,222,8.1%,140,06,075,012801,,,,
Census Tract 128.02,"1,901","1,449",76.2%,22,1.2%,0,0.0%,216,11.4%,2,0.1%,11,0.6%,84,4.4%,117,6.2%,140,06,075,012802,,,,
Census Tract 129.01,"2,853","2,039",71.5%,33,1.2%,4,0.1%,428,15.0%,0,0.0%,16,0.6%,125,4.4%,208,7.3%,140,06,075,012901,,,,
Census Tract 129.02,"3,667","2,593",70.7%,48,1.3%,13,0.4%,502,13.7%,2,0.1%,9,0.2%,198,5.4%,302,8.2%,140,06,075,012902,,,,
Census Tract 130.01,"2,405","1,755",73.0%,30,1.2%,4,0.2%,298,12.4%,2,0.1%,1,0.0%,129,5.4%,186,7.7%,140,06,075,013001,,,,
Census Tract 130.02,"2,144","1,582",73.8%,13,0.6%,0,0.0%,272,12.7%,3,0.1%,16,0.7%,136,6.3%,122,5.7%,140,06,075,013002,,,,
Census Tract 131.01,"4,197","2,758",65.7%,54,1.3%,4,0.1%,764,18.2%,12,0.3%,23,0.5%,245,5.8%,337,8.0%,140,06,075,013101,,,,
Census Tract 131.02,"2,938","1,999",68.0%,38,1.3%,2,0.1%,453,15.4%,2,0.1%,23,0.8%,160,5.4%,261,8.9%,140,06,075,013102,,,,
Census Tract 132,"4,464","3,316",74.3%,54,1.2%,2,0.0%,533,11.9%,12,0.3%,46,1.0%,202,4.5%,299,6.7%,140,06,075,013200,,,,
Census Tract 133,"4,344","3,179",73.2%,53,1.2%,0,0.0%,541,12.5%,1,0.0%,23,0.5%,259,6.0%,288,6.6%,140,06,075,013300,,,,
Census Tract 134.01,"1,623","1,132",69.7%,29,1.8%,0,0.0%,221,13.6%,0,0.0%,5,0.3%,117,7.2%,119,7.3%,140,06,075,013401,,,,
Census Tract 134.02,"2,253","1,578",70.0%,32,1.4%,0,0.0%,326,14.5%,0,0.0%,8,0.4%,150,6.7%,159,7.1%,140,06,075,013402,,,,
Census Tract 135,"2,912","1,907",65.5%,65,2.2%,4,0.1%,469,16.1%,2,0.1%,32,1.1%,202,6.9%,231,7.9%,140,06,075,013500,,,,
Census Tract 151,"3,104","1,615",52.0%,80,2.6%,2,0.1%,980,31.6%,0,0.0%,17,0.5%,155,5.0%,255,8.2%,140,06,075,015100,,,,
Census Tract 152.01,"1,888","1,029",54.5%,81,4.3%,3,0.2%,500,26.5%,6,0.3%,13,0.7%,77,4.1%,179,9.5%,140,06,075,015201,,,,
Census Tract 152.02,"2,286","1,335",58.4%,71,3.1%,5,0.2%,542,23.7%,6,0.3%,10,0.4%,139,6.1%,178,7.8%,140,06,075,015202,,,,
Census Tract 153,"2,387","1,509",63.2%,115,4.8%,3,0.1%,353,14.8%,7,0.3%,19,0.8%,171,7.2%,210,8.8%,140,06,075,015300,,,,
Census Tract 154.01,"3,659","2,029",55.5%,107,2.9%,8,0.2%,938,25.6%,7,0.2%,12,0.3%,253,6.9%,305,8.3%,140,06,075,015401,,,,
Census Tract 154.02,"2,541","1,642",64.6%,44,1.7%,3,0.1%,443,17.4%,3,0.1%,13,0.5%,168,6.6%,225,8.9%,140,06,075,015402,,,,
Census Tract 155,"3,899","1,602",41.1%,307,7.9%,2,0.1%,"1,331",34.1%,25,0.6%,7,0.2%,246,6.3%,379,9.7%,140,06,075,015500,,,,
Census Tract 156,"3,274","1,576",48.1%,71,2.2%,0,0.0%,996,30.4%,4,0.1%,26,0.8%,262,8.0%,339,10.4%,140,06,075,015600,,,,
Census Tract 157.01,"4,882","1,922",39.4%,279,5.7%,4,0.1%,"1,417",29.0%,10,0.2%,294,6.0%,201,4.1%,755,15.5%,140,06,075,015701,,,,
Census Tract 157.02,"3,220","1,787",55.5%,137,4.3%,5,0.2%,730,22.7%,3,0.1%,43,1.3%,234,7.3%,281,8.7%,140,06,075,015702,,,,
Census Tract 158.01,"3,869","1,469",38.0%,785,20.3%,7,0.2%,862,22.3%,16,0.4%,22,0.6%,254,6.6%,454,11.7%,140,06,075,015801,,,,
Census Tract 158.02,"3,116","1,896",60.8%,241,7.7%,7,0.2%,411,13.2%,2,0.1%,19,0.6%,225,7.2%,315,10.1%,140,06,075,015802,,,,
Census Tract 159,"4,630","1,495",32.3%,445,9.6%,14,0.3%,"1,889",40.8%,13,0.3%,47,1.0%,263,5.7%,464,10.0%,140,06,075,015900,,,,
Census Tract 160,"2,969","1,211",40.8%,201,6.8%,13,0.4%,988,33.3%,8,0.3%,25,0.8%,158,5.3%,365,12.3%,140,06,075,016000,,,,
Census Tract 161.01,"2,780","1,085",39.0%,601,21.6%,7,0.3%,755,27.2%,5,0.2%,19,0.7%,129,4.6%,179,6.4%,140,06,075,016101,,,,
Census Tract 161.02,"2,880",201,7.0%,"1,231",42.7%,6,0.2%,868,30.1%,22,0.8%,43,1.5%,125,4.3%,384,13.3%,140,06,075,016102,,,,
Census Tract 162,"3,672","1,768",48.1%,254,6.9%,11,0.3%,944,25.7%,4,0.1%,41,1.1%,185,5.0%,465,12.7%,140,06,075,016200,,,,
Census Tract 163,"4,296","2,038",47.4%,679,15.8%,0,0.0%,758,17.6%,4,0.1%,27,0.6%,294,6.8%,496,11.5%,140,06,075,016300,,,,
Census Tract 164,"3,920","2,321",59.2%,266,6.8%,12,0.3%,551,14.1%,0,0.0%,25,0.6%,247,6.3%,498,12.7%,140,06,075,016400,,,,
Census Tract 165,"5,171","3,088",59.7%,296,5.7%,7,0.1%,722,14.0%,8,0.2%,45,0.9%,405,7.8%,600,11.6%,140,06,075,016500,,,,
Census Tract 166.01,"3,133","2,006",64.0%,104,3.3%,2,0.1%,418,13.3%,2,0.1%,33,1.1%,232,7.4%,336,10.7%,140,06,075,016601,,,,
Census Tract 166.02,"2,350","1,514",64.4%,63,2.7%,5,0.2%,280,11.9%,5,0.2%,15,0.6%,174,7.4%,294,12.5%,140,06,075,016602,,,,
Census Tract 167,"4,835","3,184",65.9%,180,3.7%,5,0.1%,596,12.3%,1,0.0%,47,1.0%,292,6.0%,530,11.0%,140,06,075,016700,,,,
Census Tract 168.01,"4,282","2,330",54.4%,296,6.9%,4,0.1%,753,17.6%,17,0.4%,30,0.7%,260,6.1%,592,13.8%,140,06,075,016801,,,,
Census Tract 168.02,"3,928","1,928",49.1%,324,8.2%,20,0.5%,735,18.7%,14,0.4%,35,0.9%,278,7.1%,594,15.1%,140,06,075,016802,,,,
Census Tract 169,"3,425","2,201",64.3%,102,3.0%,2,0.1%,473,13.8%,2,0.1%,14,0.4%,246,7.2%,385,11.2%,140,06,075,016900,,,,
Census Tract 170,"4,088","2,831",69.3%,75,1.8%,8,0.2%,493,12.1%,5,0.1%,29,0.7%,258,6.3%,389,9.5%,140,06,075,017000,,,,
Census Tract 171.01,"3,766","2,700",71.7%,80,2.1%,0,0.0%,361,9.6%,1,0.0%,40,1.1%,244,6.5%,340,9.0%,140,06,075,017101,,,,
Census Tract 171.02,"3,798","2,643",69.6%,121,3.2%,3,0.1%,366,9.6%,0,0.0%,31,0.8%,290,7.6%,344,9.1%,140,06,075,017102,,,,
Census Tract 176.02,"3,649",970,26.6%,529,14.5%,25,0.7%,"1,375",37.7%,7,0.2%,30,0.8%,132,3.6%,581,15.9%,140,06,075,017602,,,,
Census Tract 176.03,"5,518","1,736",31.5%,416,7.5%,24,0.4%,"2,062",37.4%,31,0.6%,38,0.7%,299,5.4%,912,16.5%,140,06,075,017603,,,,
Census Tract 176.04,"4,008","1,269",31.7%,485,12.1%,24,0.6%,"1,339",33.4%,18,0.4%,21,0.5%,167,4.2%,685,17.1%,140,06,075,017604,,,,
Census Tract 177,"2,841","1,039",36.6%,247,8.7%,9,0.3%,582,20.5%,8,0.3%,31,1.1%,162,5.7%,763,26.9%,140,06,075,017700,,,,
Census Tract 178.01,"3,567",866,24.3%,139,3.9%,2,0.1%,"2,253",63.2%,3,0.1%,14,0.4%,116,3.3%,174,4.9%,140,06,075,017801,,,,
Census Tract 178.03,"2,254",810,35.9%,208,9.2%,13,0.6%,689,30.6%,10,0.4%,11,0.5%,124,5.5%,389,17.3%,140,06,075,017803,,,,
Census Tract 178.04,"4,752","1,648",34.7%,396,8.3%,14,0.3%,"1,737",36.6%,15,0.3%,41,0.9%,226,4.8%,675,14.2%,140,06,075,017804,,,,
Census Tract 179.03,"2,747",762,27.7%,441,16.1%,25,0.9%,537,19.5%,32,1.2%,29,1.1%,175,6.4%,746,27.2%,140,06,075,017903,,,,
Census Tract 180,"4,758","1,667",35.0%,662,13.9%,15,0.3%,"1,394",29.3%,40,0.8%,32,0.7%,288,6.1%,660,13.9%,140,06,075,018000,,,,
Census Tract 201.01,"3,841","1,265",32.9%,264,6.9%,26,0.7%,851,22.2%,13,0.3%,27,0.7%,183,4.8%,"1,212",31.6%,140,06,075,020101,,,,
Census Tract 201.02,"3,081",803,26.1%,299,9.7%,24,0.8%,559,18.1%,9,0.3%,24,0.8%,133,4.3%,"1,230",39.9%,140,06,075,020102,,,,
Census Tract 202.01,"2,494","1,038",41.6%,122,4.9%,4,0.2%,517,20.7%,3,0.1%,20,0.8%,134,5.4%,656,26.3%,140,06,075,020201,,,,
Census Tract 202.02,"3,914","1,683",43.0%,227,5.8%,12,0.3%,864,22.1%,13,0.3%,26,0.7%,210,5.4%,879,22.5%,140,06,075,020202,,,,
Census Tract 203,"3,624","2,125",58.6%,71,2.0%,7,0.2%,674,18.6%,3,0.1%,33,0.9%,200,5.5%,511,14.1%,140,06,075,020300,,,,
Census Tract 204.01,"3,235","2,144",66.3%,40,1.2%,5,0.2%,497,15.4%,0,0.0%,22,0.7%,209,6.5%,318,9.8%,140,06,075,020401,,,,
Census Tract 204.02,"4,547","2,681",59.0%,130,2.9%,9,0.2%,782,17.2%,9,0.2%,48,1.1%,298,6.6%,590,13.0%,140,06,075,020402,,,,
Census Tract 205,"2,663","1,797",67.5%,43,1.6%,0,0.0%,346,13.0%,6,0.2%,20,0.8%,180,6.8%,271,10.2%,140,06,075,020500,,,,
Census Tract 206.01,"2,906","1,867",64.2%,64,2.2%,7,0.2%,393,13.5%,4,0.1%,25,0.9%,200,6.9%,346,11.9%,140,06,075,020601,,,,
Census Tract 206.02,"2,272","1,581",69.6%,35,1.5%,0,0.0%,293,12.9%,4,0.2%,5,0.2%,145,6.4%,209,9.2%,140,06,075,020602,,,,
Census Tract 207.01,"2,987","1,828",61.2%,72,2.4%,2,0.1%,368,12.3%,7,0.2%,26,0.9%,212,7.1%,472,15.8%,140,06,075,020701,,,,
Census Tract 207.02,"2,520","1,370",54.4%,48,1.9%,1,0.0%,450,17.9%,3,0.1%,22,0.9%,187,7.4%,439,17.4%,140,06,075,020702,,,,
Census Tract 208.01,"3,618","1,217",33.6%,82,2.3%,19,0.5%,613,16.9%,17,0.5%,32,0.9%,154,4.3%,"1,484",41.0%,140,06,075,020801,,,,
Census Tract 208.02,"3,143",930,29.6%,63,2.0%,10,0.3%,501,15.9%,1,0.0%,15,0.5%,129,4.1%,"1,494",47.5%,140,06,075,020802,,,,
Census Tract 209,"4,296","1,443",33.6%,99,2.3%,3,0.1%,648,15.1%,0,0.0%,44,1.0%,229,5.3%,"1,830",42.6%,140,06,075,020900,,,,
Census Tract 210,"4,213","2,404",57.1%,76,1.8%,0,0.0%,635,15.1%,9,0.2%,46,1.1%,233,5.5%,810,19.2%,140,06,075,021000,,,,
Census Tract 211,"4,111","2,788",67.8%,58,1.4%,5,0.1%,549,13.4%,6,0.1%,29,0.7%,271,6.6%,405,9.9%,140,06,075,021100,,,,
Census Tract 212,"3,015","2,036",67.5%,31,1.0%,4,0.1%,397,13.2%,3,0.1%,34,1.1%,241,8.0%,269,8.9%,140,06,075,021200,,,,
Census Tract 213,"2,652","1,738",65.5%,26,1.0%,2,0.1%,376,14.2%,1,0.0%,25,0.9%,249,9.4%,235,8.9%,140,06,075,021300,,,,
Census Tract 214,"3,404","2,292",67.3%,38,1.1%,1,0.0%,453,13.3%,2,0.1%,22,0.6%,205,6.0%,391,11.5%,140,06,075,021400,,,,
Census Tract 215,"5,237","3,068",58.6%,66,1.3%,5,0.1%,790,15.1%,4,0.1%,53,1.0%,400,7.6%,851,16.2%,140,06,075,021500,,,,
Census Tract 216,"4,403","2,386",54.2%,187,4.2%,7,0.2%,922,20.9%,6,0.1%,39,0.9%,308,7.0%,548,12.4%,140,06,075,021600,,,,
Census Tract 217,"4,222","2,159",51.1%,316,7.5%,9,0.2%,862,20.4%,9,0.2%,33,0.8%,304,7.2%,530,12.6%,140,06,075,021700,,,,
Census Tract 218,"4,091","2,594",63.4%,74,1.8%,1,0.0%,494,12.1%,12,0.3%,25,0.6%,329,8.0%,562,13.7%,140,06,075,021800,,,,
Census Tract 226,"5,001","2,403",48.1%,191,3.8%,9,0.2%,"1,459",29.2%,5,0.1%,59,1.2%,337,6.7%,538,10.8%,140,06,075,022600,,,,
Census Tract 227.02,"2,194","1,330",60.6%,43,2.0%,7,0.3%,369,16.8%,4,0.2%,14,0.6%,165,7.5%,262,11.9%,140,06,075,022702,,,,
Census Tract 227.04,"3,734","2,251",60.3%,69,1.8%,5,0.1%,721,19.3%,7,0.2%,28,0.7%,340,9.1%,313,8.4%,140,06,075,022704,,,,
Census Tract 228.01,"4,956","1,956",39.5%,179,3.6%,8,0.2%,732,14.8%,7,0.1%,31,0.6%,242,4.9%,"1,801",36.3%,140,06,075,022801,,,,
Census Tract 228.02,"1,975",734,37.2%,85,4.3%,2,0.1%,440,22.3%,9,0.5%,12,0.6%,132,6.7%,561,28.4%,140,06,075,022802,,,,
Census Tract 228.03,"4,380","1,578",36.0%,76,1.7%,5,0.1%,559,12.8%,5,0.1%,30,0.7%,196,4.5%,"1,931",44.1%,140,06,075,022803,,,,
Census Tract 229.01,"4,275","1,186",27.7%,177,4.1%,2,0.0%,429,10.0%,21,0.5%,16,0.4%,155,3.6%,"2,289",53.5%,140,06,075,022901,,,,
Census Tract 229.02,"2,283",762,33.4%,53,2.3%,7,0.3%,305,13.4%,5,0.2%,23,1.0%,104,4.6%,"1,024",44.9%,140,06,075,022902,,,,
Census Tract 229.03,"3,007","1,121",37.3%,68,2.3%,5,0.2%,424,14.1%,7,0.2%,35,1.2%,133,4.4%,"1,214",40.4%,140,06,075,022903,,,,
Census Tract 230.01,"5,412",294,5.4%,533,9.8%,11,0.2%,"3,621",66.9%,16,0.3%,16,0.3%,101,1.9%,820,15.2%,140,06,075,023001,,,,
Census Tract 230.03,"4,143",431,10.4%,621,15.0%,19,0.5%,"1,961",47.3%,6,0.1%,24,0.6%,132,3.2%,949,22.9%,140,06,075,023003,,,,
Census Tract 231.02,"3,377",265,7.8%,"1,662",49.2%,14,0.4%,534,15.8%,43,1.3%,23,0.7%,194,5.7%,642,19.0%,140,06,075,023102,,,,
Census Tract 231.03,"4,901",157,3.2%,"2,431",49.6%,24,0.5%,461,9.4%,536,10.9%,70,1.4%,282,5.8%,940,19.2%,140,06,075,023103,,,,
Census Tract 232,"4,987",457,9.2%,"1,278",25.6%,28,0.6%,901,18.1%,23,0.5%,29,0.6%,210,4.2%,"2,061",41.3%,140,06,075,023200,,,,
Census Tract 233,"4,369",316,7.2%,558,12.8%,9,0.2%,"2,365",54.1%,11,0.3%,24,0.5%,122,2.8%,964,22.1%,140,06,075,023300,,,,
Census Tract 234,"4,110",214,5.2%,"1,019",24.8%,3,0.1%,"1,040",25.3%,172,4.2%,45,1.1%,153,3.7%,"1,464",35.6%,140,06,075,023400,,,,
Census Tract 251,"3,364","1,818",54.0%,119,3.5%,8,0.2%,517,15.4%,1,0.0%,19,0.6%,228,6.8%,654,19.4%,140,06,075,025100,,,,
Census Tract 252,"5,164","2,845",55.1%,100,1.9%,4,0.1%,653,12.6%,12,0.2%,25,0.5%,401,7.8%,"1,124",21.8%,140,06,075,025200,,,,
Census Tract 253,"4,412","2,200",49.9%,70,1.6%,0,0.0%,695,15.8%,7,0.2%,28,0.6%,264,6.0%,"1,148",26.0%,140,06,075,025300,,,,
Census Tract 254.01,"3,331","1,393",41.8%,147,4.4%,6,0.2%,402,12.1%,19,0.6%,28,0.8%,206,6.2%,"1,130",33.9%,140,06,075,025401,,,,
Census Tract 254.02,"2,869","1,184",41.3%,84,2.9%,5,0.2%,685,23.9%,5,0.2%,15,0.5%,199,6.9%,692,24.1%,140,06,075,025402,,,,
Census Tract 254.03,"4,430","1,210",27.3%,310,7.0%,10,0.2%,"1,206",27.2%,36,0.8%,26,0.6%,207,4.7%,"1,425",32.2%,140,06,075,025403,,,,
Census Tract 255.01,"3,606",749,20.8%,79,2.2%,0,0.0%,"1,596",44.3%,6,0.2%,17,0.5%,154,4.3%,"1,005",27.9%,140,06,075,025501,,,,
Census Tract 255.02,"4,354",935,21.5%,55,1.3%,9,0.2%,"1,790",41.1%,13,0.3%,25,0.6%,182,4.2%,"1,345",30.9%,140,06,075,025502,,,,
Census Tract 256,"5,482",803,14.6%,101,1.8%,4,0.1%,"2,925",53.4%,18,0.3%,20,0.4%,150,2.7%,"1,461",26.7%,140,06,075,025600,,,,
Census Tract 257.01,"4,716",514,10.9%,93,2.0%,5,0.1%,"2,925",62.0%,4,0.1%,11,0.2%,81,1.7%,"1,083",23.0%,140,06,075,025701,,,,
Census Tract 257.02,"4,551",431,9.5%,79,1.7%,5,0.1%,"2,754",60.5%,5,0.1%,9,0.2%,122,2.7%,"1,146",25.2%,140,06,075,025702,,,,
Census Tract 258,"2,030",241,11.9%,112,5.5%,0,0.0%,"1,132",55.8%,6,0.3%,12,0.6%,63,3.1%,464,22.9%,140,06,075,025800,,,,
Census Tract 259,"4,537",792,17.5%,294,6.5%,3,0.1%,"2,270",50.0%,21,0.5%,15,0.3%,176,3.9%,966,21.3%,140,06,075,025900,,,,
Census Tract 260.01,"5,553",663,11.9%,77,1.4%,3,0.1%,"2,119",38.2%,9,0.2%,35,0.6%,145,2.6%,"2,502",45.1%,140,06,075,026001,,,,
Census Tract 260.02,"3,282",712,21.7%,131,4.0%,0,0.0%,"1,204",36.7%,6,0.2%,21,0.6%,122,3.7%,"1,086",33.1%,140,06,075,026002,,,,
Census Tract 260.03,"4,890",727,14.9%,72,1.5%,10,0.2%,"2,158",44.1%,19,0.4%,18,0.4%,118,2.4%,"1,768",36.2%,140,06,075,026003,,,,
Census Tract 260.04,"4,162",574,13.8%,48,1.2%,4,0.1%,"2,006",48.2%,6,0.1%,25,0.6%,87,2.1%,"1,412",33.9%,140,06,075,026004,,,,
Census Tract 261,"6,890",754,10.9%,70,1.0%,13,0.2%,"4,109",59.6%,13,0.2%,35,0.5%,183,2.7%,"1,713",24.9%,140,06,075,026100,,,,
Census Tract 262.01,"4,174",258,6.2%,88,2.1%,4,0.1%,"2,509",60.1%,14,0.3%,22,0.5%,81,1.9%,"1,198",28.7%,140,06,075,026201,,,,
Census Tract 262.02,"3,323",301,9.1%,63,1.9%,0,0.0%,"1,963",59.1%,8,0.2%,8,0.2%,62,1.9%,918,27.6%,140,06,075,026202,,,,
Census Tract 263.01,"4,761",439,9.2%,38,0.8%,2,0.0%,"2,861",60.1%,2,0.0%,15,0.3%,83,1.7%,"1,321",27.7%,140,06,075,026301,,,,
Census Tract 263.02,"4,760",590,12.4%,205,4.3%,9,0.2%,"2,620",55.0%,28,0.6%,14,0.3%,110,2.3%,"1,184",24.9%,140,06,075,026302,,,,
Census Tract 263.03,"4,632",471,10.2%,86,1.9%,0,0.0%,"2,634",56.9%,11,0.2%,30,0.6%,104,2.2%,"1,296",28.0%,140,06,075,026303,,,,
Census Tract 264.01,"3,954",166,4.2%,292,7.4%,1,0.0%,"2,546",64.4%,47,1.2%,22,0.6%,94,2.4%,786,19.9%,140,06,075,026401,,,,
Census Tract 264.02,"4,174",397,9.5%,293,7.0%,2,0.0%,"2,390",57.3%,25,0.6%,13,0.3%,122,2.9%,932,22.3%,140,06,075,026402,,,,
Census Tract 264.03,"4,050",195,4.8%,168,4.1%,2,0.0%,"2,782",68.7%,15,0.4%,23,0.6%,64,1.6%,801,19.8%,140,06,075,026403,,,,
Census Tract 264.04,"3,100",58,1.9%,442,14.3%,4,0.1%,"1,549",50.0%,101,3.3%,4,0.1%,61,2.0%,881,28.4%,140,06,075,026404,,,,
Census Tract 301.01,"4,592","2,643",57.6%,91,2.0%,8,0.2%,"1,039",22.6%,5,0.1%,27,0.6%,325,7.1%,454,9.9%,140,06,075,030101,,,,
Census Tract 301.02,"5,500","3,122",56.8%,170,3.1%,0,0.0%,"1,288",23.4%,3,0.1%,72,1.3%,359,6.5%,486,8.8%,140,06,075,030102,,,,
Census Tract 302.01,"3,988","1,979",49.6%,67,1.7%,2,0.1%,"1,284",32.2%,8,0.2%,27,0.7%,259,6.5%,362,9.1%,140,06,075,030201,,,,
Census Tract 302.02,"4,507","2,308",51.2%,99,2.2%,6,0.1%,"1,268",28.1%,2,0.0%,44,1.0%,369,8.2%,411,9.1%,140,06,075,030202,,,,
Census Tract 303.01,"6,076","2,699",44.4%,88,1.4%,2,0.0%,"2,330",38.3%,4,0.1%,54,0.9%,422,6.9%,477,7.9%,140,06,075,030301,,,,
Census Tract 303.02,"3,670","1,471",40.1%,21,0.6%,0,0.0%,"1,604",43.7%,9,0.2%,32,0.9%,247,6.7%,286,7.8%,140,06,075,030302,,,,
Census Tract 304,"5,269","2,341",44.4%,47,0.9%,7,0.1%,"2,079",39.5%,7,0.1%,41,0.8%,354,6.7%,393,7.5%,140,06,075,030400,,,,
Census Tract 305,"3,220","1,533",47.6%,258,8.0%,7,0.2%,817,25.4%,8,0.2%,17,0.5%,179,5.6%,401,12.5%,140,06,075,030500,,,,
Census Tract 306,"2,343","1,207",51.5%,25,1.1%,1,0.0%,685,29.2%,1,0.0%,22,0.9%,168,7.2%,234,10.0%,140,06,075,030600,,,,
Census Tract 307,"6,859","3,582",52.2%,144,2.1%,4,0.1%,"1,782",26.0%,2,0.0%,51,0.7%,557,8.1%,737,10.7%,140,06,075,030700,,,,
Census Tract 308,"5,898","3,052",51.7%,87,1.5%,5,0.1%,"1,866",31.6%,13,0.2%,57,1.0%,394,6.7%,424,7.2%,140,06,075,030800,,,,
Census Tract 309,"6,707","2,837",42.3%,176,2.6%,2,0.0%,"2,699",40.2%,8,0.1%,41,0.6%,344,5.1%,600,8.9%,140,06,075,030900,,,,
Census Tract 310,"4,192","1,734",41.4%,133,3.2%,3,0.1%,"1,503",35.9%,2,0.0%,23,0.5%,295,7.0%,499,11.9%,140,06,075,031000,,,,
Census Tract 311,"6,305","2,652",42.1%,170,2.7%,12,0.2%,"1,954",31.0%,22,0.3%,37,0.6%,402,6.4%,"1,056",16.7%,140,06,075,031100,,,,
Census Tract 312.01,"6,064",933,15.4%,326,5.4%,8,0.1%,"3,473",57.3%,24,0.4%,47,0.8%,184,3.0%,"1,069",17.6%,140,06,075,031201,,,,
Census Tract 312.02,"3,051",368,12.1%,289,9.5%,0,0.0%,"1,754",57.5%,4,0.1%,17,0.6%,118,3.9%,501,16.4%,140,06,075,031202,,,,
Census Tract 313.01,"3,786",765,20.2%,431,11.4%,4,0.1%,"1,846",48.8%,10,0.3%,35,0.9%,232,6.1%,463,12.2%,140,06,075,031301,,,,
Census Tract 313.02,"5,673",727,12.8%,584,10.3%,5,0.1%,"3,269",57.6%,28,0.5%,24,0.4%,203,3.6%,833,14.7%,140,06,075,031302,,,,
Census Tract 314.01,"2,942",157,5.3%,200,6.8%,4,0.1%,"1,697",57.7%,32,1.1%,4,0.1%,87,3.0%,761,25.9%,140,06,075,031401,,,,
Census Tract 314.02,"4,287",510,11.9%,487,11.4%,9,0.2%,"2,188",51.0%,18,0.4%,17,0.4%,133,3.1%,925,21.6%,140,06,075,031402,,,,
Census Tract 326.01,"4,412","1,493",33.8%,77,1.7%,8,0.2%,"2,152",48.8%,2,0.0%,24,0.5%,247,5.6%,409,9.3%,140,06,075,032601,,,,
Census Tract 326.02,"4,289","1,361",31.7%,43,1.0%,1,0.0%,"2,358",55.0%,0,0.0%,46,1.1%,203,4.7%,277,6.5%,140,06,075,032602,,,,
Census Tract 327,"6,472","2,127",32.9%,78,1.2%,1,0.0%,"3,440",53.2%,8,0.1%,35,0.5%,340,5.3%,443,6.8%,140,06,075,032700,,,,
Census Tract 328.01,"4,234","1,172",27.7%,59,1.4%,6,0.1%,"2,490",58.8%,0,0.0%,23,0.5%,161,3.8%,323,7.6%,140,06,075,032801,,,,
Census Tract 328.02,"4,097","1,132",27.6%,53,1.3%,5,0.1%,"2,467",60.2%,3,0.1%,28,0.7%,169,4.1%,240,5.9%,140,06,075,032802,,,,
Census Tract 329.01,"5,015","1,334",26.6%,44,0.9%,6,0.1%,"3,060",61.0%,4,0.1%,23,0.5%,222,4.4%,322,6.4%,140,06,075,032901,,,,
Census Tract 329.02,"3,850","1,004",26.1%,27,0.7%,4,0.1%,"2,357",61.2%,2,0.1%,29,0.8%,132,3.4%,295,7.7%,140,06,075,032902,,,,
Census Tract 330.01,"3,893","1,221",31.4%,37,1.0%,1,0.0%,"2,109",54.2%,6,0.2%,23,0.6%,188,4.8%,308,7.9%,140,06,075,033001,,,,
Census Tract 330.02,"4,021","1,473",36.6%,52,1.3%,5,0.1%,"1,917",47.7%,0,0.0%,25,0.6%,224,5.6%,325,8.1%,140,06,075,033002,,,,
Census Tract 331,"4,025","1,300",32.3%,35,0.9%,9,0.2%,"2,300",57.1%,1,0.0%,14,0.3%,144,3.6%,222,5.5%,140,06,075,033100,,,,
Census Tract 332.01,"1,729",554,32.0%,215,12.4%,5,0.3%,373,21.6%,26,1.5%,19,1.1%,89,5.1%,448,25.9%,140,06,075,033201,,,,
Census Tract 332.03,"4,003","1,210",30.2%,372,9.3%,10,0.2%,"1,258",31.4%,18,0.4%,42,1.0%,231,5.8%,862,21.5%,140,06,075,033203,,,,
Census Tract 332.04,"3,839","1,155",30.1%,349,9.1%,13,0.3%,"1,222",31.8%,6,0.2%,32,0.8%,186,4.8%,876,22.8%,140,06,075,033204,,,,
